Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,source
Florida,US,2020-03-10 13:13:14,15.0,2.0,0.0,27.7663,-81.6868,03-10-2020.csv
New Jersey,US,2020-03-10 18:13:16,15.0,1.0,0.0,40.2989,-74.521,03-10-2020.csv
Oregon,US,2020-03-10 19:53:13,15.0,0.0,0.0,44.571999999999996,-122.0709,03-10-2020.csv
,Croatia,2020-03-10 16:53:13,14.0,0.0,0.0,45.1667,15.5,03-10-2020.csv
,Chile,2020-03-10 05:13:07,13.0,0.0,0.0,-35.6751,-71.543,03-10-2020.csv
Texas,US,2020-03-10 04:13:13,13.0,0.0,0.0,31.0545,-97.5635,03-10-2020.csv
,Estonia,2020-03-10 11:13:13,12.0,0.0,0.0,58.5953,25.0136,03-10-2020.csv
Illinois,US,2020-03-10 18:33:03,12.0,0.0,2.0,40.3495,-88.9861,03-10-2020.csv
Pennsylvania,US,2020-03-10 18:13:16,12.0,0.0,0.0,40.5908,-77.2098,03-10-2020.csv
,Azerbaijan,2020-03-10 16:13:27,11.0,0.0,0.0,40.1431,47.5769,03-10-2020.csv
,Peru,2020-03-10 16:33:13,11.0,0.0,0.0,-9.19,-75.0152,03-10-2020.csv
,Albania,2020-03-10 12:53:02,10.0,0.0,0.0,41.1533,20.1683,03-10-2020.csv
Macau,Macao SAR,2020-03-10 19:13:20,10.0,0.0,10.0,22.1667,113.55,03-10-2020.csv
,Russian Federation,2020-03-10 19:13:21,10.0,0.0,3.0,60.0,90.0,03-10-2020.csv
,Belarus,2020-03-10 16:13:27,9.0,0.0,3.0,53.7098,27.9534,03-10-2020.csv
,Costa Rica,2020-03-09 09:03:03,9.0,0.0,0.0,9.7489,-83.7534,03-10-2020.csv
,Hungary,2020-03-09 09:43:03,9.0,0.0,0.0,47.1625,19.5033,03-10-2020.csv
,Latvia,2020-03-10 10:13:41,8.0,0.0,1.0,56.8796,24.6032,03-10-2020.csv
Iowa,US,2020-03-10 02:33:04,8.0,0.0,0.0,42.0115,-93.2105,03-10-2020.csv
Maryland,US,2020-03-10 18:13:16,8.0,0.0,0.0,39.0639,-76.8021,03-10-2020.csv
South Australia,Australia,2020-03-06 04:23:08,7.0,0.0,2.0,-34.9285,138.6007,03-10-2020.csv
Alberta,Canada,2020-03-09 17:53:24,7.0,0.0,0.0,53.9333,-116.5765,03-10-2020.csv
,Mexico,2020-03-10 05:13:07,7.0,0.0,4.0,23.0,-102.0,03-10-2020.csv
,North Macedonia,2020-03-10 10:53:03,7.0,0.0,0.0,41.6086,21.7453,03-10-2020.csv
,Slovakia,2020-03-10 05:13:07,7.0,0.0,0.0,48.669,19.699,03-10-2020.csv
,South Africa,2020-03-10 05:13:07,7.0,0.0,0.0,-30.5595,22.9375,03-10-2020.csv
North Carolina,US,2020-03-10 02:33:04,7.0,0.0,0.0,35.6301,-79.8064,03-10-2020.csv
South Carolina,US,2020-03-10 02:33:04,7.0,0.0,0.0,33.8569,-80.945,03-10-2020.csv
Tennessee,US,2020-03-10 19:53:13,7.0,0.0,0.0,35.7478,-86.6923,03-10-2020.csv
Virginia,US,2020-03-10 03:53:03,7.0,0.0,0.0,37.7693,-78.17,03-10-2020.csv
Western Australia,Australia,2020-03-10 14:33:13,6.0,1.0,0.0,-31.9505,115.8605,03-10-2020.csv
,Maldives,2020-03-10 05:13:07,6.0,0.0,0.0,3.2028,73.2207,03-10-2020.csv
Arizona,US,2020-03-10 02:53:04,6.0,0.0,1.0,33.7298,-111.4312,03-10-2020.csv
Indiana,US,2020-03-10 17:13:25,6.0,0.0,0.0,39.8494,-86.2583,03-10-2020.csv
Kentucky,US,2020-03-10 02:33:04,6.0,0.0,0.0,37.6681,-84.6701,03-10-2020.csv
,Afghanistan,2020-03-10 12:33:02,5.0,0.0,0.0,33.0,65.0,03-10-2020.csv
,Bosnia and Herzegovina,2020-03-10 05:13:07,5.0,0.0,0.0,43.9159,17.6791,03-10-2020.csv
,Dominican Republic,2020-03-08 17:23:08,5.0,0.0,0.0,18.7357,-70.1627,03-10-2020.csv
,French Guiana,2020-03-07 03:23:05,5.0,0.0,0.0,3.9339,-53.1258,03-10-2020.csv
,Luxembourg,2020-03-10 05:13:07,5.0,0.0,0.0,49.8144,6.1317,03-10-2020.csv
,Malta,2020-03-10 16:33:13,5.0,0.0,0.0,35.9375,14.3754,03-10-2020.csv
,New Zealand,2020-03-07 02:03:29,5.0,0.0,0.0,-40.9006,174.886,03-10-2020.csv
,Serbia,2020-03-10 18:53:03,5.0,0.0,0.0,44.0165,21.0059,03-10-2020.csv
,Tunisia,2020-03-10 05:13:07,5.0,0.0,0.0,33.8869,9.5375,03-10-2020.csv
District of Columbia,US,2020-03-10 03:53:03,5.0,0.0,0.0,38.8974,-77.0268,03-10-2020.csv
,Bulgaria,2020-03-09 14:43:03,4.0,0.0,0.0,42.7339,25.4858,03-10-2020.csv
Quebec,Canada,2020-03-10 00:53:03,4.0,0.0,0.0,52.9399,-73.5491,03-10-2020.csv
,Senegal,2020-03-08 20:23:08,4.0,0.0,1.0,14.4974,-14.4524,03-10-2020.csv
Nevada,US,2020-03-10 02:33:04,4.0,0.0,0.0,38.3135,-117.0554,03-10-2020.csv
New Hampshire,US,2020-03-10 02:33:04,4.0,0.0,0.0,43.4525,-71.5639,03-10-2020.csv
,Bangladesh,2020-03-10 06:19:32,3.0,0.0,0.0,23.685,90.3563,03-10-2020.csv
,Colombia,2020-03-10 05:33:02,3.0,0.0,0.0,4.5709,-74.2973,03-10-2020.csv
,Cyprus,2020-03-10 13:13:13,3.0,0.0,0.0,35.1264,33.4299,03-10-2020.csv
,Morocco,2020-03-10 14:13:14,3.0,1.0,0.0,31.7917,-7.0926,03-10-2020.csv
,Republic of Moldova,2020-03-10 19:13:21,3.0,0.0,0.0,47.4116,28.3699,03-10-2020.csv
Minnesota,US,2020-03-10 19:53:13,3.0,0.0,0.0,45.6945,-93.9002,03-10-2020.csv
Nebraska,US,2020-03-10 03:13:17,3.0,0.0,0.0,41.1254,-98.2681,03-10-2020.csv
Ohio,US,2020-03-10 03:13:17,3.0,0.0,0.0,40.3888,-82.7649,03-10-2020.csv
Rhode Island,US,2020-03-10 03:13:17,3.0,0.0,0.0,41.6809,-71.5118,03-10-2020.csv
Wisconsin,US,2020-03-10 17:13:25,3.0,0.0,1.0,44.2685,-89.6165,03-10-2020.csv
Tasmania,Australia,2020-03-08 05:43:04,2.0,0.0,0.0,-41.4545,145.9707,03-10-2020.csv
,Cambodia,2020-03-08 04:53:03,2.0,0.0,1.0,11.55,104.9167,03-10-2020.csv
,Cameroon,2020-03-08 05:23:03,2.0,0.0,0.0,3.8480000000000003,11.5021,03-10-2020.csv
,Faroe Islands,2020-03-08 05:13:07,2.0,0.0,0.0,61.8926,-6.9118,03-10-2020.csv
,Martinique,2020-03-07 03:23:05,2.0,0.0,0.0,14.6415,-61.0242,03-10-2020.csv
,Nigeria,2020-03-09 09:43:03,2.0,0.0,0.0,9.082,8.6753,03-10-2020.csv
,Saint Martin,2020-03-10 05:33:02,2.0,0.0,0.0,18.0708,-63.0501,03-10-2020.csv
Connecticut,US,2020-03-10 03:13:17,2.0,0.0,0.0,41.5978,-72.7554,03-10-2020.csv
Hawaii,US,2020-03-10 03:13:17,2.0,0.0,0.0,21.0943,-157.4983,03-10-2020.csv
Oklahoma,US,2020-03-10 17:13:25,2.0,0.0,0.0,35.5653,-96.9289,03-10-2020.csv
Utah,US,2020-03-10 16:53:13,2.0,0.0,0.0,40.15,-111.8624,03-10-2020.csv
,Andorra,2020-03-02 20:23:16,1.0,0.0,0.0,42.5063,1.5218,03-10-2020.csv
,Armenia,2020-03-01 19:53:02,1.0,0.0,0.0,40.0691,45.0382,03-10-2020.csv
Northern Territory,Australia,2020-03-10 14:13:14,1.0,0.0,0.0,-12.4634,130.8456,03-10-2020.csv
,Bhutan,2020-03-06 15:43:02,1.0,0.0,0.0,27.5142,90.4336,03-10-2020.csv
,Brunei,2020-03-10 06:13:43,1.0,0.0,0.0,4.5353,114.7277,03-10-2020.csv
,Burkina Faso,2020-03-10 05:33:02,1.0,0.0,0.0,12.2383,-1.5616,03-10-2020.csv
,Channel Islands,2020-03-10 05:33:02,1.0,0.0,0.0,49.3723,-2.3644,03-10-2020.csv
,Gibraltar,2020-03-10 08:33:03,1.0,0.0,1.0,36.1408,-5.3536,03-10-2020.csv
,Holy See,2020-03-10 19:13:21,1.0,0.0,0.0,41.9029,12.4534,03-10-2020.csv
,Jordan,2020-03-03 15:33:02,1.0,0.0,0.0,31.24,36.51,03-10-2020.csv
,Liechtenstein,2020-03-04 01:33:07,1.0,0.0,0.0,47.14,9.55,03-10-2020.csv
,Lithuania,2020-02-28 16:23:03,1.0,0.0,0.0,55.1694,23.8813,03-10-2020.csv
Tibet,Mainland China,2020-02-12 06:43:02,1.0,0.0,1.0,31.6927,88.0924,03-10-2020.csv
,Monaco,2020-02-29 00:33:01,1.0,0.0,0.0,43.7333,7.4167,03-10-2020.csv
,Mongolia,2020-03-10 06:13:43,1.0,0.0,0.0,46.8625,103.8467,03-10-2020.csv
,Nepal,2020-03-10 08:33:03,1.0,0.0,1.0,28.3949,84.124,03-10-2020.csv
,Panama,2020-03-10 06:13:43,1.0,0.0,0.0,8.538,-80.7821,03-10-2020.csv
,Paraguay,2020-03-08 09:13:16,1.0,0.0,0.0,-23.4425,-58.4438,03-10-2020.csv
,Saint Barthelemy,2020-03-09 10:43:06,1.0,0.0,0.0,17.9,-62.8333,03-10-2020.csv
,Sri Lanka,2020-03-10 08:33:03,1.0,0.0,1.0,7.8731,80.7718,03-10-2020.csv
,Togo,2020-03-07 02:13:09,1.0,0.0,0.0,8.6195,0.8248,03-10-2020.csv
Kansas,US,2020-03-10 03:13:17,1.0,0.0,0.0,38.5266,-96.7265,03-10-2020.csv
Louisiana,US,2020-03-10 03:13:17,1.0,0.0,0.0,31.1695,-91.8678,03-10-2020.csv
Missouri,US,2020-03-10 03:13:17,1.0,0.0,0.0,38.4561,-92.2884,03-10-2020.csv
Vermont,US,2020-03-10 03:13:17,1.0,0.0,0.0,44.0459,-72.7107,03-10-2020.csv
,Ukraine,2020-03-03 15:33:02,1.0,0.0,0.0,48.3794,31.1656,03-10-2020.csv
From Diamond Princess,Australia,2020-02-29 02:03:10,0.0,0.0,0.0,35.4437,139.638,03-10-2020.csv
Alaska,US,2020-03-10 02:33:04,0.0,0.0,0.0,61.3707,-152.4044,03-10-2020.csv
Arkansas,US,2020-03-10 02:33:04,0.0,0.0,0.0,34.9697,-92.3731,03-10-2020.csv
Delaware,US,2020-03-10 02:33:04,0.0,0.0,0.0,39.3185,-75.5071,03-10-2020.csv
Idaho,US,2020-03-10 02:33:04,0.0,0.0,0.0,44.2405,-114.4788,03-10-2020.csv
Maine,US,2020-03-10 02:33:04,0.0,0.0,0.0,44.6939,-69.3819,03-10-2020.csv
Michigan,US,2020-03-10 02:33:04,0.0,0.0,0.0,43.3266,-84.5361,03-10-2020.csv
Mississippi,US,2020-03-10 02:33:04,0.0,0.0,0.0,32.7416,-89.6787,03-10-2020.csv
Montana,US,2020-03-10 02:33:04,0.0,0.0,0.0,46.9219,-110.4544,03-10-2020.csv
New Mexico,US,2020-03-10 02:33:04,0.0,0.0,0.0,34.8405,-106.2485,03-10-2020.csv
